Property URL,Property price,Sold date (MM/DD/YYYY),Living Area,Living Area Unit,Lot size,Lot size unit,Price per sqft,Broker name,Broker agent,Street Address,City,State,Zip,Country,Bedrooms,Bathrooms
https://www.zillow.com/homedetails/318-North-Ave-St-Charles-IL-60174/4659394_zpid/,795000,03/18/2022,3454,sqft,,,230.17,Keller Williams Infinity,,318 North Ave,St Charles,IL,60174,USA,5,5
https://www.zillow.com/homedetails/805-Wildrose-Springs-Dr-Saint-Charles-IL-60174/4660077_zpid/,590000,03/18/2022,3701,sqft,,,159.42,Karen Douglas Realty,,805 Wildrose Springs Dr,Saint Charles,IL,60174,USA,4,3
https://www.zillow.com/homedetails/1020-S-3rd-St-St-Charles-IL-60174/4662780_zpid/,340000,03/18/2022,1800,sqft,,,188.89,Whyrent Real Estate Company,,1020 S 3rd St,St Charles,IL,60174,USA,3,3
https://www.zillow.com/homedetails/35W252-Bonfield-Ave-Saint-Charles-IL-60174/4654848_zpid/,407000,03/17/2022,1698,sqft,,,239.69,Re/max All Pro - St Charles,,35W252 Bonfield Ave,Saint Charles,IL,60174,USA,3,2
https://www.zillow.com/homedetails/1008-Pine-St-St-Charles-IL-60174/4663195_zpid/,240000,03/17/2022,1021,sqft,,,235.06,Re/max All Pro - St Charles,,1008 Pine St,St Charles,IL,60174,USA,3,2
https://www.zillow.com/homedetails/913-Thornwood-Ct-A-Saint-Charles-IL-60174/2066511243_zpid/,260000,03/16/2022,1421,sqft,,,182.97,Exp Realty,- Geneva,913 Thornwood Ct #A,Saint Charles,IL,60174,USA,2,2
https://www.zillow.com/homedetails/34W655-Roosevelt-Ave-UNIT-D-St-Charles-IL-60174/2108042400_zpid/,296500,03/16/2022,1600,sqft,,,185.31,Redfin Oration,,34W655 Roosevelt Ave UNIT D,St Charles,IL,60174,USA,2,2
https://www.zillow.com/homedetails/206-Millington-Way-UNIT-206-Saint-Charles-IL-60174/2075747170_zpid/,180000,03/15/2022,1009,sqft,,,178.39,Baird & Warner,,206 Millington Way UNIT 206,Saint Charles,IL,60174,USA,2,1
https://www.zillow.com/homedetails/3013-Fox-Glen-Ct-St-Charles-IL-60174/4656158_zpid/,875000,03/15/2022,4969,sqft,,,176.09,Re/max Central,,3013 Fox Glen Ct,St Charles,IL,60174,USA,5,6
https://www.zillow.com/homedetails/1328-S-2nd-St-St-Charles-IL-60174/4663110_zpid/,515000,03/15/2022,2200,sqft,,,234.09,Keller Williams Experience,,1328 S 2nd St,St Charles,IL,60174,USA,3,3
https://www.zillow.com/homedetails/131-Fairview-Dr-Saint-Charles-IL-60174/4660923_zpid/,330000,03/13/2022,1236,sqft,,,266.99,@properties | Christie's International Real Estate,,131 Fairview Dr,Saint Charles,IL,60174,USA,3,2
https://www.zillow.com/homedetails/6N518-Roosevelt-Ave-St-Charles-IL-60174/112444596_zpid/,450000,03/11/2022,2837,sqft,,,158.62,Grapevine Realty,,6N518 Roosevelt Ave,St Charles,IL,60174,USA,4,3
https://www.zillow.com/homedetails/7N469-Wagontire-Rd-St-Charles-IL-60175/4654074_zpid/,769500,03/11/2022,3687,sqft,,,208.71,Irealty Flat Fee Brokerage,,7N469 Wagontire Rd,St Charles,IL,60175,USA,4,5
https://www.zillow.com/homedetails/1112-Indiana-Ave-St-Charles-IL-60174/4659839_zpid/,199900,03/11/2022,0,sqft,,,,Re/max All Pro - St Charles,,1112 Indiana Ave,St Charles,IL,60174,USA,2,2
https://www.zillow.com/homedetails/3N875-Thornly-Rd-Saint-Charles-IL-60174/4659940_zpid/,545000,03/11/2022,3114,sqft,,,175.02,Re/max 1st,,3N875 Thornly Rd,Saint Charles,IL,60174,USA,4,5
https://www.zillow.com/homedetails/1346-Midway-Ave-St-Charles-IL-60174/4664026_zpid/,380000,03/11/2022,1747,sqft,,,217.52,Baird & Warner,,1346 Midway Ave,St Charles,IL,60174,USA,4,3
https://www.zillow.com/homedetails/401-S-12th-St-St-Charles-IL-60174/4661407_zpid/,262500,03/10/2022,1125,sqft,,,233.33,Keller Williams Inspire - Geneva,,401 S 12th St,St Charles,IL,60174,USA,3,1
https://www.zillow.com/homedetails/301-S-4th-St-St-Charles-IL-60174/4662059_zpid/,512500,03/08/2022,2500,sqft,,,205,@properties | Christie's International Real Estate,,301 S 4th St,St Charles,IL,60174,USA,3,3
https://www.zillow.com/homedetails/2155-Fairway-Ct-St-Charles-IL-60174/4657271_zpid/,1370000,03/07/2022,7920,sqft,,,172.98,Re/max All Pro - St Charles,,2155 Fairway Ct,St Charles,IL,60174,USA,6,6
https://www.zillow.com/homedetails/1334-S-6th-St-St-Charles-IL-60174/4662966_zpid/,225000,03/07/2022,816,sqft,,,275.74,Baird & Warner Fox Valley - undefined Geneva,,1334 S 6th St,St Charles,IL,60174,USA,2,1
https://www.zillow.com/homedetails/1708-S-3rd-Pl-St-Charles-IL-60174/4664208_zpid/,103000,03/07/2022,984,sqft,,,104.67,,,1708 S 3rd Pl,St Charles,IL,60174,USA,3,1
https://www.zillow.com/homedetails/32-Bluestone-Dr-St-Charles-IL-60174/67851993_zpid/,650000,03/07/2022,2612,sqft,,,248.85,Re/max Suburban,,32 Bluestone Dr,St Charles,IL,60174,USA,3,3
https://www.zillow.com/homedetails/2602-Royal-Lytham-Dr-Saint-Charles-IL-60174/4657930_zpid/,680000,03/04/2022,4249,sqft,,,160.04,Re/max All Pro - Sugar Grove,,2602 Royal Lytham Dr,Saint Charles,IL,60174,USA,4,4
https://www.zillow.com/homedetails/3309-Blackhawk-Trl-St-Charles-IL-60174/4658509_zpid/,425000,03/04/2022,2261,sqft,,,187.97,Re/max All Pro,,3309 Blackhawk Trl,St Charles,IL,60174,USA,4,3
