Property URL,Property price,Sold date (MM/DD/YYYY),Living Area,Living Area Unit,Lot size,Lot size unit,Price per sqft,Broker name,Broker agent,Street Address,City,State,Zip,Country,Bedrooms,Bathrooms
https://www.zillow.com/homedetails/34W852-S-James-Dr-St-Charles-IL-60174/4655361_zpid/,241000,12/09/2022,1012,sqft,,,238.14,Coldwell Banker Gladstone,,34W852 S James Dr,St Charles,IL,60174,USA,3,1
https://www.zillow.com/homedetails/512-S-6th-Ave-St-Charles-IL-60174/4662408_zpid/,390000,12/09/2022,1659,sqft,,,235.08,Coldwell Banker Real Estate Group,,512 S 6th Ave,St Charles,IL,60174,USA,3,4
https://www.zillow.com/homedetails/248-Benham-Ct-248-Saint-Charles-IL-60174/2060668893_zpid/,200000,12/08/2022,1105,sqft,,,181,Platinum Partners,,248 Benham Ct #248,Saint Charles,IL,60174,USA,2,3
https://www.zillow.com/homedetails/34W939-Stanton-Dr-APT-B-St-Charles-IL-60174/4655505_zpid/,137150,12/08/2022,1092,sqft,,,125.6,Kozar Real Estate Group,,34W939 Stanton Dr APT B,St Charles,IL,60174,USA,2,2
https://www.zillow.com/homedetails/1606-Keim-Trl-St-Charles-IL-60174/4657584_zpid/,672500,12/08/2022,3746,sqft,,,179.52,Re/max Excels,,1606 Keim Trl,St Charles,IL,60174,USA,5,5
https://www.zillow.com/homedetails/51-White-Oak-Cir-Saint-Charles-IL-60174/4663342_zpid/,307000,12/08/2022,1924,sqft,,,159.56,Baird & Warner Fox Valley - undefined Geneva,,51 White Oak Cir,Saint Charles,IL,60174,USA,4,3
https://www.zillow.com/homedetails/116-Elmtree-Ct-Saint-Charles-IL-60174/4657187_zpid/,310000,12/07/2022,1390,sqft,,,223.02,@properties Christie's International Real Estate,,116 Elmtree Ct,Saint Charles,IL,60174,USA,2,2
https://www.zillow.com/homedetails/71-White-Oak-Cir-71-Saint-Charles-IL-60174/2071543879_zpid/,275000,12/06/2022,1356,sqft,,,202.8,Re/max Town & Country,,71 White Oak Cir #71,Saint Charles,IL,60174,USA,2,3
https://www.zillow.com/homedetails/4N159-Wild-Rose-Rd-St-Charles-IL-60174/4657114_zpid/,550000,12/05/2022,2373,sqft,,,231.77,Exp Realty,,4N159 Wild Rose Rd,St Charles,IL,60174,USA,5,3
https://www.zillow.com/homedetails/4209-Prestwick-Ct-St-Charles-IL-60174/59807712_zpid/,539000,12/05/2022,3283,sqft,,,164.18,Keller Williams Innovate - Aurora,,4209 Prestwick Ct,St Charles,IL,60174,USA,4,4
