Property URL,Property price,Sold date (MM/DD/YYYY),Living Area,Living Area Unit,Lot size,Lot size unit,Price per sqft,Broker name,Broker agent,Street Address,City,State,Zip,Country,Bedrooms,Bathrooms
https://www.zillow.com/homedetails/1102-S-4th-St-St-Charles-IL-60174/4662830_zpid/,485000,07/08/2022,2055,sqft,,,236.01,John Greene,Realtor,1102 S 4th St,St Charles,IL,60174,USA,3,2
https://www.zillow.com/homedetails/1439-S-5th-St-St-Charles-IL-60174/4662982_zpid/,282000,07/08/2022,1000,sqft,,,282,Berkshire Hathaway Homeservices Starck Real Estate,,1439 S 5th St,St Charles,IL,60174,USA,2,1
https://www.zillow.com/homedetails/166-N-11th-Ave-St-Charles-IL-60174/4659685_zpid/,295000,07/07/2022,1200,sqft,,,245.83,Re/max All Pro - St Charles,,166 N 11th Ave,St Charles,IL,60174,USA,2,2
https://www.zillow.com/homedetails/418-Horne-St-St-Charles-IL-60174/4662649_zpid/,475000,07/07/2022,1344,sqft,,,353.42,Exp Realty,- Geneva,418 Horne St,St Charles,IL,60174,USA,2,2
https://www.zillow.com/homedetails/845-Stuarts-Dr-Saint-Charles-IL-60174/59807762_zpid/,290000,07/07/2022,1546,sqft,,,187.58,@properties Christie's International Real Estate,,845 Stuarts Dr,Saint Charles,IL,60174,USA,3,3
https://www.zillow.com/homedetails/104-Millington-Way-Saint-Charles-IL-60174/4660283_zpid/,208000,07/06/2022,1320,sqft,,,157.58,,,104 Millington Way,Saint Charles,IL,60174,USA,2,2
https://www.zillow.com/homedetails/1801-King-Edward-Ave-St-Charles-IL-60174/4658346_zpid/,596000,07/05/2022,2660,sqft,,,224.06,Re/max Suburban,,1801 King Edward Ave,St Charles,IL,60174,USA,4,4
https://www.zillow.com/homedetails/907-E-Main-St-St-Charles-IL-60174/4659783_zpid/,195000,07/05/2022,0,sqft,,,,Kelly Schmidt Properties,,907 E Main St,St Charles,IL,60174,USA,2,1
https://www.zillow.com/homedetails/365-Delnor-Glen-Dr-Saint-Charles-IL-60174/2065680016_zpid/,400000,07/01/2022,2300,sqft,,,173.91,@properties Christie's International Real Estate,,365 Delnor Glen Dr,Saint Charles,IL,60174,USA,3,3
https://www.zillow.com/homedetails/34W596-Courier-Ave-St-Charles-IL-60174/4655214_zpid/,235000,07/01/2022,971,sqft,,,242.02,Keller Williams North Shore West,,34W596 Courier Ave,St Charles,IL,60174,USA,3,1
https://www.zillow.com/homedetails/6N927-Roosevelt-Ave-St-Charles-IL-60174/4655268_zpid/,137000,07/01/2022,740,sqft,,,185.14,@properties Christie's International Real Estate,,6N927 Roosevelt Ave,St Charles,IL,60174,USA,2,1
https://www.zillow.com/homedetails/4077-Pheasant-Ct-Saint-Charles-IL-60174/51630975_zpid/,338000,07/01/2022,1511,sqft,,,223.69,Compass,,4077 Pheasant Ct,Saint Charles,IL,60174,USA,3,4
https://www.zillow.com/homedetails/350-S-1st-St-UNIT-402-St-Charles-IL-60174/2146114223_zpid/,380000,06/30/2022,1500,sqft,,,253.33,Premier Living Properties,,350 S 1st St UNIT 402,St Charles,IL,60174,USA,2,2
https://www.zillow.com/homedetails/7N054-Jackson-Ave-Saint-Charles-IL-60174/4653538_zpid/,295000,06/30/2022,1200,sqft,,,245.83,Premier Living Properties,,7N054 Jackson Ave,Saint Charles,IL,60174,USA,3,2
https://www.zillow.com/homedetails/34W510-Colley-Dr-St-Charles-IL-60174/4655402_zpid/,313000,06/30/2022,1551,sqft,,,201.81,Premier Living Properties,,34W510 Colley Dr,St Charles,IL,60174,USA,4,2
https://www.zillow.com/homedetails/3718-King-George-Ln-Saint-Charles-IL-60174/4658402_zpid/,330000,06/30/2022,1800,sqft,,,183.33,D'aprile Properties,,3718 King George Ln,Saint Charles,IL,60174,USA,2,3
https://www.zillow.com/homedetails/1451-Walnut-Hill-Ave-St-Charles-IL-60174/4664946_zpid/,250000,06/30/2022,1328,sqft,,,188.25,Coldwell Banker Real Estate Group,,1451 Walnut Hill Ave,St Charles,IL,60174,USA,2,3
https://www.zillow.com/homedetails/908-S-11th-Ave-Saint-Charles-IL-60174/4663521_zpid/,310000,06/29/2022,1160,sqft,,,267.24,Keller Williams Inspire - Geneva,,908 S 11th Ave,Saint Charles,IL,60174,USA,3,2
https://www.zillow.com/homedetails/1013-Fox-Glen-Dr-Saint-Charles-IL-60174/4655858_zpid/,1110000,06/28/2022,4410,sqft,,,251.7,Keller Williams Inspire - Geneva,,1013 Fox Glen Dr,Saint Charles,IL,60174,USA,4,5
https://www.zillow.com/homedetails/303-N-3rd-Ave-St-Charles-IL-60174/4659566_zpid/,235000,06/28/2022,0,sqft,,,,@properties Christie's International Real Estate,,303 N 3rd Ave,St Charles,IL,60174,USA,3,2
https://www.zillow.com/homedetails/606-Fellows-St-Saint-Charles-IL-60174/4662684_zpid/,340000,06/28/2022,1912,sqft,,,177.82,Baird & Warner Fox Valley - undefined Geneva,,606 Fellows St,Saint Charles,IL,60174,USA,4,2
https://www.zillow.com/homedetails/845-Riding-Ln-Saint-Charles-IL-60174/59807820_zpid/,312108,06/28/2022,1827,sqft,,,170.83,Keller Williams Inspire - Geneva,,845 Riding Ln,Saint Charles,IL,60174,USA,3,3
https://www.zillow.com/homedetails/34W650-Roosevelt-Ave-UNIT-C-St-Charles-IL-60174/2108822949_zpid/,305000,06/27/2022,1874,sqft,,,162.75,Berkshire Hathaway Homeservices Chicago,,34W650 Roosevelt Ave UNIT C,St Charles,IL,60174,USA,3,3
