Property URL,Property price,Sold date (MM/DD/YYYY),Living Area,Living Area Unit,Lot size,Lot size unit,Price per sqft,Broker name,Broker agent,Street Address,City,State,Zip,Country,Bedrooms,Bathrooms
https://www.zillow.com/homedetails/3705-Royal-Fox-Dr-St-Charles-IL-60174/4658060_zpid/,751000,05/27/2022,3782,sqft,,,198.57,Re/max Suburban,,3705 Royal Fox Dr,St Charles,IL,60174,USA,5,5
https://www.zillow.com/homedetails/3N852-Thornapple-Rd-St-Charles-IL-60174/4659925_zpid/,429500,05/26/2022,2300,sqft,,,186.74,,,3N852 Thornapple Rd,St Charles,IL,60174,USA,3,2
https://www.zillow.com/homedetails/324-S-14th-St-St-Charles-IL-60174/4661126_zpid/,260000,05/26/2022,894,sqft,,,290.83,Re/max All Pro - St Charles,,324 S 14th St,St Charles,IL,60174,USA,3,1
https://www.zillow.com/homedetails/904-S-6th-Ave-St-Charles-IL-60174/4662572_zpid/,265000,05/26/2022,1883,sqft,,,140.73,Homesmart Connect undefined - St Charles,,904 S 6th Ave,St Charles,IL,60174,USA,3,2
https://www.zillow.com/homedetails/1803-Ronzheimer-Ave-St-Charles-IL-60174/4664655_zpid/,355000,05/26/2022,1816,sqft,,,195.48,Coldwell Banker Real Estate Group,,1803 Ronzheimer Ave,St Charles,IL,60174,USA,3,3
https://www.zillow.com/homedetails/1342-S-14th-St-APT-B2-Saint-Charles-IL-60174/64441359_zpid/,137600,05/26/2022,921,sqft,,,149.4,,,1342 S 14th St APT B2,Saint Charles,IL,60174,USA,2,1
https://www.zillow.com/homedetails/3N852-Thornapple-Rd-Campton-Hills-IL-60174/2127873214_zpid/,429500,05/25/2022,0,sqft,,,,Re/max All Pro - St Charles,,3N852 Thornapple Rd,Campton Hills,IL,60174,USA,3,2
https://www.zillow.com/homedetails/425-Fellows-St-St-Charles-IL-60174/4662963_zpid/,437900,05/25/2022,1772,sqft,,,247.12,Baird & Warner Fox Valley - undefined Geneva,,425 Fellows St,St Charles,IL,60174,USA,2,2
https://www.zillow.com/homedetails/1803-Pleasant-Ave-St-Charles-IL-60174/4664382_zpid/,301000,05/25/2022,1472,sqft,,,204.48,Keller Williams Inspire - Geneva,,1803 Pleasant Ave,St Charles,IL,60174,USA,3,2
https://www.zillow.com/homedetails/1609-Forrest-Blvd-St-Charles-IL-60174/4664571_zpid/,362500,05/25/2022,1501,sqft,,,241.51,Baird & Warner Fox Valley - undefined Geneva,,1609 Forrest Blvd,St Charles,IL,60174,USA,4,2
